City_ID,City,Country,Lat,Lng,Maximum Hemperature,Percent Humidity,Percent Cloudiness,Wind Speed,Weather description
362,Mount Gambier,AU,-37.83,140.77,50.0,71,75,13.87,broken clouds
363,West Odessa,US,31.84,-102.5,79.0,44,1,16.11,clear sky
364,Balakhninskiy,RU,58.01,114.28,65.5,59,32,10.67,scattered clouds
365,Channel-Port Aux Basques,CA,47.57,-59.14,64.06,79,49,5.1,scattered clouds
366,Pisco,PE,-13.7,-76.22,57.2,87,75,3.36,mist
367,Joshimath,IN,30.57,79.57,78.8,45,9,7.16,light rain
368,Hokitika,NZ,-42.72,170.97,51.57,93,100,6.02,light rain
369,Fremont,US,37.55,-121.99,66.0,68,1,3.36,clear sky
370,Papa,HU,47.33,17.47,73.4,46,79,6.93,broken clouds
371,Grindavik,IS,63.84,-22.43,46.4,93,75,6.93,broken clouds
372,Upernavik,GL,72.79,-56.15,43.57,72,77,2.46,broken clouds
373,Nuuk,GL,64.18,-51.72,44.6,100,100,6.93,light rain
374,Ruthin,GB,53.11,-3.32,53.01,95,7,3.67,clear sky
375,Yanam,IN,16.73,82.22,87.8,70,75,11.41,broken clouds
376,Bud,US,39.45,-86.18,66.99,99,68,5.19,broken clouds
377,Galich,RU,58.38,42.35,61.72,61,22,3.89,few clouds
378,Shaunavon,CA,49.65,-108.42,69.08,40,0,16.15,clear sky
379,Sfantu Gheorghe,RO,45.87,25.78,64.0,71,40,2.64,scattered clouds
380,Duldurga,RU,50.68,113.59,70.63,66,91,12.62,overcast clouds
381,Swift Current,CA,50.28,-107.8,64.4,63,1,16.11,clear sky
382,Taicheng,CN,38.73,113.23,85.37,27,37,4.59,scattered clouds
383,San Patricio,MX,19.22,-104.7,81.0,85,97,4.88,overcast clouds
384,Uhersky Brod,CZ,49.03,17.65,70.0,56,56,3.0,broken clouds
385,Izhma,RU,65.01,53.91,58.06,82,100,7.07,light rain
386,Tomatlan,MX,19.93,-105.25,79.47,86,97,1.23,overcast clouds
387,Ixtapa,MX,20.7,-105.2,84.2,74,90,3.36,overcast clouds
388,Las Vegas,US,36.17,-115.14,96.8,7,1,5.82,clear sky
389,Santander,ES,43.46,-3.8,64.99,88,40,4.7,scattered clouds
390,Alta Floresta,BR,-9.88,-56.09,66.63,53,0,2.89,clear sky
391,Pacifica,US,37.61,-122.49,61.0,87,1,8.93,clear sky
392,Nevers,FR,46.92,3.33,59.0,67,100,4.59,overcast clouds
393,Gobabis,NA,-22.45,18.97,35.6,55,0,2.24,clear sky
394,Tshikapa,CD,-6.42,20.8,78.35,36,63,7.36,broken clouds
395,Namatanai,PG,-3.67,152.43,83.59,76,38,10.33,scattered clouds
396,Dargaville,NZ,-35.93,173.88,54.73,89,64,6.4,broken clouds
397,Atikokan,CA,48.76,-91.62,50.18,77,40,1.7,scattered clouds
398,Karachi,PK,24.91,67.08,91.4,63,40,9.17,scattered clouds
399,Teahupoo,PF,-17.83,-149.27,77.0,73,20,6.93,few clouds
400,Mont-Dore,NC,-22.28,166.58,72.0,93,74,6.51,broken clouds
401,Kinablangan,PH,7.69,126.55,82.67,78,98,6.26,moderate rain
402,Kiunga,PG,-6.12,141.29,84.49,73,52,2.64,light rain
403,Zapolyarnyy,RU,69.42,30.81,50.0,87,75,12.75,broken clouds
404,Escanaba,US,45.75,-87.06,57.2,82,90,6.93,overcast clouds
405,Laguna,US,38.42,-121.42,73.99,46,1,5.86,clear sky
406,Saint-Michel-Des-Saints,CA,46.68,-73.92,68.0,9,93,3.0,overcast clouds
407,Gladenbach,DE,50.77,8.57,59.0,89,100,3.38,overcast clouds
408,Kankan,GN,10.39,-9.31,67.75,96,81,5.14,broken clouds
409,Pemangkat,ID,1.17,108.97,86.52,65,75,6.35,broken clouds
410,Peleduy,RU,59.63,112.74,77.54,33,76,12.8,broken clouds
411,Dikson,RU,73.51,80.55,52.86,80,80,15.7,broken clouds
412,Linhares,BR,-19.39,-40.07,62.4,85,12,4.88,light rain
413,Ankpa,NG,7.37,7.63,70.32,92,100,7.76,overcast clouds
414,Bengkulu,ID,-3.8,102.27,82.31,79,48,8.32,light rain
415,Ormara,PK,25.21,64.64,85.68,81,33,17.09,scattered clouds
416,Goma,CD,-1.68,29.22,59.0,67,20,6.93,few clouds
417,Dolores,AR,-36.31,-57.68,46.67,80,100,5.14,overcast clouds
418,Aklavik,CA,68.22,-135.01,55.4,87,90,4.7,overcast clouds
419,Atar,MR,20.52,-13.05,91.35,15,0,6.91,clear sky
420,Teguise,ES,29.06,-13.56,73.4,83,0,19.46,clear sky
421,Yurginskoye,RU,56.82,67.39,84.11,48,69,10.36,broken clouds
422,Pizhanka,RU,57.46,48.54,61.16,71,61,4.12,broken clouds
423,Najran,SA,17.49,44.13,86.0,48,61,9.17,broken clouds
424,Bogorodskoye,RU,56.55,37.88,59.95,73,81,5.41,broken clouds
425,Solvychegodsk,RU,61.33,46.92,55.67,77,49,6.91,light rain
426,Hay River,CA,60.82,-115.8,71.6,78,75,2.24,broken clouds
427,Campbell River,CA,50.02,-125.24,66.2,72,75,3.36,broken clouds
428,Farafangana,MG,-22.82,47.83,68.16,73,73,7.34,broken clouds
429,Lasa,IT,46.62,10.7,59.0,100,75,5.82,broken clouds
430,Ostersund,SE,63.18,14.64,57.2,93,90,10.29,overcast clouds
431,Rincon,US,32.3,-81.24,80.6,83,1,3.36,clear sky
432,Petropavl,KZ,54.88,69.16,89.6,31,0,2.24,clear sky
433,Chumikan,RU,54.72,135.31,57.58,73,69,14.99,broken clouds
434,Ust-Nera,RU,64.57,143.2,71.38,28,54,3.22,broken clouds
435,Cockburn Town,TC,21.46,-71.14,82.35,81,5,19.01,light rain
436,Eirunepe,BR,-6.66,-69.87,70.18,66,34,1.03,scattered clouds
437,Fort-Shevchenko,KZ,44.51,50.26,71.6,84,100,29.86,moderate rain
438,Pangnirtung,CA,66.15,-65.71,48.47,75,70,2.35,broken clouds
439,Goure,NE,13.98,10.27,76.57,77,43,16.24,scattered clouds
440,Marsa Matruh,EG,31.35,27.25,75.2,83,40,5.82,scattered clouds
441,Lodja,CD,-3.48,23.43,78.46,56,43,1.1,scattered clouds
442,Walvis Bay,NA,-22.96,14.51,69.8,13,0,14.99,clear sky
443,Dubovskoye,RU,47.41,42.76,74.01,46,5,7.36,clear sky
444,Fianarantsoa,MG,-21.43,47.08,51.57,84,93,14.47,overcast clouds
445,Husavik,IS,66.04,-17.34,48.2,93,90,4.7,drizzle
446,Balabac,PH,7.99,117.06,87.62,62,100,5.93,overcast clouds
447,Laiwu,CN,36.19,117.66,89.62,67,92,13.8,overcast clouds
448,Concepcion De Buenos Aires,MX,19.97,-103.27,66.2,77,75,2.04,broken clouds
449,Dromolaxia,CY,34.88,33.59,86.0,70,20,1.12,few clouds
450,Umm Lajj,SA,25.02,37.27,91.26,56,73,6.33,broken clouds
451,Preobrazheniye,RU,42.9,133.91,69.48,95,100,6.04,light rain
452,Key West,US,24.56,-81.78,87.8,74,20,4.7,few clouds
453,Utrera,ES,37.19,-5.78,71.01,88,26,5.82,scattered clouds
454,Cravo Norte,CO,6.3,-70.2,74.7,88,4,4.27,light rain
455,Banjar,ID,-8.19,114.97,80.6,94,40,5.82,scattered clouds
456,Hofgeismar,DE,51.48,9.4,57.99,93,40,4.7,scattered clouds
457,La Sarre,CA,48.8,-79.2,47.5,80,100,9.69,overcast clouds
458,Kathu,TH,7.92,98.33,86.0,79,40,18.34,scattered clouds
459,Yining,CN,29.04,114.56,98.98,45,98,2.26,overcast clouds
460,Novikovo,RU,51.15,37.89,63.18,71,0,5.84,clear sky
461,Pasni,PK,25.26,63.47,85.84,77,55,14.88,broken clouds
462,Alice Springs,AU,-23.7,133.88,80.6,10,0,6.93,clear sky
463,San Cristobal,VE,7.77,-72.22,65.03,90,33,4.54,scattered clouds
464,Bonavista,CA,48.65,-53.11,54.0,73,28,1.01,scattered clouds
465,Champerico,GT,14.3,-91.92,82.11,76,63,3.4,broken clouds
466,Zverinogolovskoye,RU,54.46,64.85,86.41,43,28,12.91,scattered clouds
467,Raga,SS,8.46,25.68,70.68,94,100,2.82,overcast clouds
468,Mayskiy,RU,47.69,40.1,68.0,68,0,4.47,clear sky
469,Padang,ID,-0.95,100.35,85.14,62,95,5.79,overcast clouds
470,Naze,JP,28.37,129.48,89.6,70,20,10.29,few clouds
471,Maine-Soroa,NE,13.21,12.02,77.9,73,100,14.41,overcast clouds
472,Dunedin,NZ,-45.87,170.5,48.99,89,82,4.0,broken clouds
473,Izumo,JP,35.37,132.77,87.8,58,99,16.11,overcast clouds
474,Bagdarin,RU,54.43,113.6,66.36,75,87,5.01,light rain
475,Grand Gaube,MU,-20.01,57.66,72.0,59,41,11.99,scattered clouds
476,Northam,GB,51.03,-4.22,57.99,92,31,1.01,scattered clouds
477,Port-Gentil,GA,-0.72,8.78,75.2,83,40,8.84,scattered clouds
478,Kardla,EE,59.0,22.75,62.6,93,75,4.7,broken clouds
479,Pietersburg,ZA,-23.9,29.47,42.8,81,20,3.36,few clouds
480,Zella-Mehlis,DE,50.65,10.65,61.0,89,100,4.21,overcast clouds
481,Laramie,US,41.31,-105.59,62.6,63,1,14.99,clear sky
482,Isparta,TR,38.0,31.0,75.2,41,20,6.93,few clouds
483,Vanimo,PG,-2.67,141.3,79.27,83,93,3.62,overcast clouds
484,Mayumba,GA,-3.43,10.66,71.17,81,34,4.18,scattered clouds
485,Kruisfontein,ZA,-34.0,24.73,63.36,29,0,11.52,clear sky
486,Biak,ID,-0.91,122.88,79.11,80,79,5.84,light rain
487,Peace River,CA,56.25,-117.29,68.0,82,90,4.7,overcast clouds
488,Todos Santos,MX,23.45,-110.22,77.0,79,15,1.34,few clouds
489,Swan Hill,AU,-35.34,143.55,60.85,55,100,6.44,overcast clouds
490,Kahului,US,20.89,-156.47,80.6,61,40,14.99,scattered clouds
491,Katobu,ID,-4.94,122.53,81.09,79,74,2.44,moderate rain
492,Parit Raja,MY,1.87,103.11,89.6,66,20,5.82,few clouds
493,Sao Felix Do Xingu,BR,-6.64,-51.99,71.53,58,12,0.89,few clouds
494,Biltine,TD,14.53,20.92,72.27,91,100,5.84,light rain
495,Camopi,GF,3.17,-52.32,70.66,97,52,1.41,broken clouds
496,Yumen,CN,40.28,97.2,87.78,12,71,17.52,broken clouds
497,Maniitsoq,GL,65.42,-52.9,47.16,81,55,4.36,broken clouds
498,Anadyr,RU,64.75,177.48,57.2,67,75,8.95,light intensity shower rain
499,Sao Sebastiao,BR,-23.76,-45.41,63.84,82,22,5.86,few clouds
500,Waipawa,NZ,-41.41,175.52,55.4,66,91,11.41,overcast clouds
501,Kushima,JP,31.46,131.23,89.01,74,75,17.22,broken clouds
502,Salvacion,PH,7.98,126.13,81.64,81,100,3.24,moderate rain
503,Farah,AF,32.5,62.5,87.76,12,0,6.51,clear sky
504,Jedburgh,GB,55.48,-2.55,46.99,90,69,5.32,broken clouds
505,Agadir,MA,30.42,-9.6,68.0,94,15,5.82,few clouds
506,Medianeira,BR,-25.3,-54.09,60.8,72,1,3.36,clear sky
507,Kiama,AU,-34.68,150.87,66.99,39,100,5.01,overcast clouds
508,Hirekerur,IN,14.47,75.38,74.71,84,100,17.16,light rain
509,Thayetmyo,MM,19.32,95.18,78.4,95,100,2.13,moderate rain
510,Ginda,IN,30.69,78.49,80.15,58,17,4.74,light rain
511,Hovd,MN,48.01,91.64,64.8,41,34,6.04,scattered clouds
512,Suileng,CN,47.25,127.08,81.41,70,85,8.25,light rain
513,Bonfim,BR,3.08,-59.95,74.59,83,46,2.51,scattered clouds
514,Jiangyou,CN,31.77,104.72,87.31,67,13,5.55,moderate rain
515,Kabinda,CD,-6.13,24.48,74.48,27,25,10.25,scattered clouds
516,Pirgos,GR,35.12,25.72,82.4,58,20,14.99,few clouds
517,Sainte-Julienne,CA,45.97,-73.72,72.0,100,71,7.18,broken clouds
518,Shawnee,US,39.05,-95.77,66.2,82,1,3.36,clear sky
519,Vaxjo,SE,56.88,14.81,55.99,93,41,6.93,scattered clouds
520,Ewa Beach,US,21.32,-158.01,80.6,61,1,8.05,clear sky
521,Bay Roberts,CA,47.6,-53.26,59.0,1,25,6.6,scattered clouds
522,Westport,US,41.14,-73.36,79.0,83,1,9.17,clear sky
523,Ishigaki,JP,24.34,124.16,78.8,100,75,29.97,shower rain
524,Soyo,AO,-6.13,12.37,71.6,94,40,6.6,scattered clouds
525,Rodrigues Alves,BR,-7.74,-72.65,69.8,100,0,1.81,clear sky
526,Lufilufi,WS,-13.87,-171.6,86.0,79,20,5.82,few clouds
527,Banyo,CM,6.75,11.82,64.83,94,100,2.37,overcast clouds
528,Galveston,US,29.37,-94.97,84.2,74,1,6.93,clear sky
529,Verkhnevilyuysk,RU,63.45,120.32,77.13,32,20,5.44,few clouds
530,Yurimaguas,PE,-5.9,-76.08,70.88,78,18,1.1,few clouds
531,Umtata,ZA,-31.59,28.78,50.0,46,0,5.95,clear sky
532,Taraz,KZ,42.9,71.37,82.4,30,0,6.71,clear sky
533,Lyndon,US,38.26,-85.6,73.4,78,90,5.06,overcast clouds
534,Benguela,AO,-12.58,13.41,67.8,87,66,3.8,broken clouds
535,Medvedka,RU,61.16,46.39,53.91,79,58,6.29,light rain
536,Arlit,NE,18.74,7.39,87.08,49,100,16.22,overcast clouds
537,Changli,CN,39.7,119.15,93.97,43,55,14.94,broken clouds
538,Kayerkan,RU,69.35,87.76,68.0,60,40,8.95,scattered clouds
539,Beloha,MG,-25.17,45.05,67.01,58,0,16.2,clear sky
540,Sorland,NO,67.67,12.69,60.8,87,40,6.93,scattered clouds
541,Shebalino,RU,51.29,85.68,73.67,40,0,6.29,clear sky
542,Warwick,US,41.7,-71.42,80.6,83,20,12.75,few clouds
543,Trelew,AR,-43.25,-65.31,49.8,56,73,19.69,broken clouds
544,Harda,IN,22.33,77.1,88.05,70,98,6.93,moderate rain
545,Garowe,SO,8.41,48.48,83.97,39,53,33.17,broken clouds
546,Oriximina,BR,-1.77,-55.87,76.48,63,4,4.65,clear sky
547,George Town,MY,5.41,100.34,91.4,70,20,11.41,few clouds
548,Ajdabiya,LY,30.76,20.23,79.54,66,0,7.94,clear sky
549,Port Macquarie,AU,-31.43,152.92,71.01,57,71,8.93,broken clouds
550,Gualeguay,AR,-33.14,-59.31,64.15,87,93,6.38,overcast clouds
551,Borgarnes,IS,64.54,-21.92,50.0,81,75,8.05,broken clouds
552,Uvat,RU,59.14,68.9,85.42,44,26,11.34,scattered clouds
553,Tessalit,ML,20.2,1.01,84.36,51,77,27.11,broken clouds
554,Pietarsaari,FI,63.65,22.68,55.4,93,75,5.82,broken clouds
555,Manavalakurichi,IN,8.13,77.3,86.0,79,75,4.7,broken clouds
556,Kralendijk,BQ,12.15,-68.27,82.4,94,6,17.22,clear sky
557,Havre-Saint-Pierre,CA,50.23,-63.6,64.4,88,90,2.24,overcast clouds
558,Dunhua,CN,43.37,128.24,85.71,51,15,6.73,few clouds
559,Upata,VE,8.01,-62.4,78.01,91,100,4.41,light rain
560,Bolanos De Calatrava,ES,38.91,-3.66,68.0,48,99,2.24,overcast clouds
561,Cozumel,MX,20.51,-86.95,82.4,83,40,8.39,scattered clouds
562,Nelson Bay,AU,-32.72,152.15,68.0,34,100,16.11,overcast clouds
563,Kirakira,SB,-10.45,161.92,82.49,80,20,8.32,light rain
564,Chekhov,RU,55.14,37.47,62.6,63,32,4.47,scattered clouds
565,Yazman,PK,29.12,71.74,105.57,29,0,20.47,clear sky
566,Lewiston,US,44.1,-70.21,73.4,94,90,10.29,overcast clouds
567,Pangody,RU,65.85,74.49,80.01,52,59,21.81,broken clouds
568,Chicama,PE,-7.84,-79.15,59.92,86,50,3.85,scattered clouds
569,Chapais,CA,49.78,-74.85,60.8,100,90,9.17,overcast clouds
570,Shenjiamen,CN,29.96,122.3,83.95,83,6,14.34,clear sky
571,Hede,CN,33.77,120.25,91.15,74,70,11.52,broken clouds
572,Manoharpur,IN,27.3,75.95,73.4,100,90,2.24,thunderstorm with rain
573,Medea,DZ,36.26,2.75,77.0,88,0,5.82,clear sky
574,Orhangazi,TR,40.49,29.31,75.2,68,0,3.36,clear sky
575,Warmbad,NA,-28.45,18.73,59.49,30,0,7.05,clear sky
576,Collie,AU,-33.37,116.15,59.0,65,23,4.45,light rain
577,Sikonge,TZ,-5.63,32.77,60.8,77,36,20.8,scattered clouds
578,Wanxian,CN,30.8,108.39,96.75,50,21,3.22,few clouds
579,Luwuk,ID,-0.95,122.79,80.44,78,86,5.26,light rain
580,Manzhouli,CN,49.6,117.43,70.83,70,100,11.65,moderate rain
581,Mitsamiouli,KM,-11.38,43.28,80.6,61,20,3.36,few clouds
582,Muyezerskiy,RU,63.93,31.65,56.66,82,52,6.46,broken clouds
583,Salme,NP,28.04,85.09,80.6,69,75,3.36,broken clouds
584,Tammisaari,FI,59.97,23.43,60.01,96,76,10.67,broken clouds
585,Ferrol,ES,43.48,-8.24,61.0,93,75,2.24,broken clouds
586,Sambava,MG,-14.27,50.17,72.95,77,99,20.76,light rain
587,Tabora,TZ,-5.02,32.8,60.8,77,64,20.8,broken clouds
588,Umm Bab,QA,25.21,50.81,107.01,60,20,8.05,few clouds
589,Rajakhera,IN,26.9,78.17,87.8,79,75,10.29,broken clouds
590,Biscarrosse,FR,44.39,-1.17,59.0,87,75,4.79,broken clouds
591,Kununurra,AU,-15.77,128.73,89.6,20,96,6.93,overcast clouds
592,Nyimba,ZM,-14.56,30.81,62.83,68,29,4.94,scattered clouds
593,Mariel,CU,22.99,-82.75,78.8,100,20,2.24,few clouds
594,Katherine,AU,-14.47,132.27,89.6,25,71,4.7,broken clouds
595,Vilyuysk,RU,63.76,121.62,76.91,29,33,5.48,scattered clouds
596,Paamiut,GL,61.99,-49.67,44.62,95,100,4.94,overcast clouds
597,Kampong Chhnang,KH,12.17,104.55,81.86,80,100,6.42,light rain
598,Rocha,UY,-34.48,-54.33,56.32,97,97,1.57,overcast clouds
599,Funtua,NG,11.52,7.31,69.22,95,92,10.96,light rain
600,Kayes,ML,14.0,-11.0,74.52,93,83,7.61,broken clouds
601,Chamalieres,FR,45.78,3.06,60.8,72,75,5.82,broken clouds
602,Makushino,RU,55.21,67.24,86.7,39,30,9.75,scattered clouds
603,Plettenberg Bay,ZA,-34.05,23.37,62.35,42,0,5.95,clear sky
604,Bitung,ID,1.45,125.18,82.4,74,40,6.93,scattered clouds
605,La Ronge,CA,55.1,-105.28,69.8,68,5,9.17,clear sky
606,Itoman,JP,26.12,127.67,91.4,66,75,21.92,broken clouds
607,Shubarshi,KZ,48.59,57.19,95.56,13,10,9.55,clear sky
608,Morros,BR,-9.45,-46.3,71.44,48,22,9.4,few clouds
609,El Alto,PE,-4.27,-81.21,61.77,87,10,16.24,clear sky
610,Praia Da Vitoria,PT,38.73,-27.07,73.4,78,75,5.95,broken clouds
611,Jacareacanga,BR,-6.22,-57.75,69.96,58,0,1.21,clear sky
612,Niagara Falls,CA,43.1,-79.07,69.01,83,80,5.99,broken clouds
613,San Luis,AR,-33.3,-66.34,54.97,60,8,7.29,clear sky
614,Aksarka,RU,66.56,67.8,74.95,68,95,17.74,overcast clouds
615,Peniche,PT,39.36,-9.38,64.0,90,91,8.01,overcast clouds
616,Sangmelima,CM,2.93,11.98,66.22,95,93,4.34,overcast clouds
617,Puri,IN,19.8,85.85,91.4,75,40,13.87,haze
618,Vanavara,RU,60.34,102.28,77.47,35,100,6.2,overcast clouds
619,Kautokeino,NO,69.01,23.04,54.81,61,3,5.06,clear sky
620,Montepuez,MZ,-13.13,39.0,65.95,74,45,10.49,scattered clouds
621,Lovrenc Na Pohorju,SI,46.54,15.39,64.99,85,97,2.13,overcast clouds
622,Saurimo,AO,-9.66,20.39,63.54,34,91,9.53,overcast clouds
623,Pimenta Bueno,BR,-11.67,-61.19,69.64,43,0,3.94,clear sky
624,Posse,BR,-14.09,-46.37,63.91,59,0,13.65,clear sky
625,Adwa,ET,14.16,38.9,60.3,96,100,4.97,heavy intensity rain
626,Olga,RU,43.74,135.29,69.22,96,100,6.06,moderate rain
627,Mentougou,CN,39.94,116.09,105.01,34,0,8.95,clear sky
628,Terney,RU,45.05,136.61,64.67,92,100,14.07,moderate rain
629,Plouzane,FR,48.38,-4.62,57.2,100,20,3.36,fog
630,Yatou,CN,37.15,122.38,79.25,89,99,16.53,overcast clouds
631,Portobelo,PA,9.55,-79.65,81.0,88,90,5.01,overcast clouds
632,Zhireken,RU,52.82,117.31,64.92,73,100,12.35,overcast clouds
633,Nieuw Amsterdam,SR,5.88,-55.08,73.99,97,99,5.44,light rain
634,Lokachi,UA,50.74,24.65,68.0,67,95,1.01,overcast clouds
635,Gorontalo,ID,0.54,123.06,82.72,78,84,3.53,light rain
636,Bodden Town,KY,19.28,-81.25,82.99,85,99,1.01,overcast clouds
637,Port Hedland,AU,-20.32,118.57,80.6,57,37,19.46,scattered clouds
638,Yar-Sale,RU,66.83,70.83,72.55,71,100,20.67,light rain
639,Gillette,US,44.29,-105.5,71.6,43,1,16.11,clear sky
640,Quatre Cocos,MU,-20.21,57.76,72.0,64,75,17.22,broken clouds
641,Ucluelet,CA,48.93,-125.55,62.01,93,85,5.26,heavy intensity rain
642,Ayan,RU,56.45,138.17,58.96,70,71,13.42,broken clouds
643,Nyrob,RU,60.73,56.72,62.51,59,64,7.7,broken clouds
644,Evensk,RU,61.95,159.23,63.34,50,82,2.8,broken clouds
645,Tawang,IN,27.58,91.87,72.3,62,79,5.26,moderate rain
646,Roma,US,43.21,-75.46,78.8,50,1,5.82,clear sky
647,Mayo,US,38.89,-76.51,80.6,74,75,3.36,broken clouds
648,Kant,IN,27.8,79.8,98.13,46,40,9.6,scattered clouds
649,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,71.38,54,20,7.4,few clouds
650,Tosya,TR,41.02,34.04,63.55,53,0,4.68,clear sky
651,Dryden,CA,49.78,-92.75,55.4,87,1,2.19,clear sky
652,Marzuq,YE,14.4,46.47,80.37,56,98,5.19,light rain
653,Kasongo,CD,-4.45,26.67,75.43,36,43,6.67,scattered clouds
654,Hami,CN,42.8,93.45,97.93,8,100,9.57,overcast clouds
655,Fort Nelson,CA,58.81,-122.7,69.8,68,75,5.82,shower rain
656,Itaituba,BR,-4.28,-55.98,72.95,64,41,0.67,scattered clouds
657,Stokmarknes,NO,68.56,14.91,64.99,63,0,20.8,clear sky
658,Chizhou,CN,30.66,117.48,97.97,50,86,1.48,overcast clouds
659,Crib Point,AU,-38.35,145.2,55.0,74,86,12.37,light rain
660,Iracoubo,GF,5.48,-53.2,75.74,85,77,7.07,broken clouds
661,Mogadishu,SO,2.04,45.34,78.8,65,75,18.34,broken clouds
662,Tanout,NE,14.97,8.89,77.23,76,93,18.45,light rain
663,Kudahuvadhoo,MV,2.67,72.89,83.28,77,100,13.35,overcast clouds
664,Terrak,NO,65.09,12.37,59.0,93,75,3.36,light rain
665,Bastia,FR,42.67,9.33,80.01,83,75,3.36,broken clouds
666,Berdigestyakh,RU,62.1,126.7,80.17,30,19,3.2,few clouds
667,Hammerfest,NO,70.66,23.68,50.0,81,20,10.29,few clouds
668,Calbuco,CL,-41.77,-73.13,53.08,77,100,17.6,overcast clouds
669,Hobyo,SO,5.35,48.53,83.39,60,91,25.86,overcast clouds
670,Kalur Kot,PK,32.16,71.26,105.93,30,0,8.88,clear sky
671,Hargeysa,SO,9.56,44.06,72.63,52,35,34.87,scattered clouds
672,Pafos,CY,34.77,32.42,84.2,58,20,3.36,few clouds
673,Port Hawkesbury,CA,45.62,-61.35,66.2,77,1,8.05,clear sky
674,Shiraoi,JP,42.55,141.35,78.01,83,75,18.34,broken clouds
675,Arklow,IE,52.79,-6.14,50.0,96,1,5.55,clear sky
676,Roald,NO,62.58,6.13,53.6,93,75,8.05,light rain
677,Hays,US,30.05,-98.03,75.99,79,0,6.29,clear sky
678,Cayenne,GF,4.93,-52.33,75.2,100,52,5.68,light rain
679,Kilindoni,TZ,-7.91,39.67,76.64,77,18,18.16,light rain
680,Magadan,RU,59.57,150.8,63.77,56,21,7.16,few clouds
681,Belaya Gora,RU,68.53,146.42,63.37,43,98,10.8,overcast clouds
682,Carmen,MX,18.63,-91.83,82.78,81,100,14.25,moderate rain
683,Tura,IN,25.52,90.22,94.48,56,8,0.87,clear sky
684,Katsuura,JP,35.13,140.3,91.99,52,20,8.05,few clouds
685,Ileza,RU,61.05,43.9,57.76,64,95,4.12,overcast clouds
686,Phatthalung,TH,7.5,100.08,80.6,94,20,5.82,few clouds
687,Boguchany,RU,58.38,97.45,81.39,34,11,5.61,few clouds
688,Tres Lagoas,BR,-20.75,-51.68,64.81,52,0,7.05,clear sky
689,Coahuayana,MX,18.73,-103.68,79.7,86,96,0.67,overcast clouds
690,Carupano,VE,10.67,-63.26,78.01,84,82,8.28,light rain
691,Christchurch,NZ,-43.53,172.63,52.0,93,95,8.05,overcast clouds
692,Dire,ML,12.28,-10.97,71.83,95,75,2.95,light rain
693,Mizan Teferi,ET,6.98,35.58,70.47,60,38,1.57,scattered clouds
694,Dudinka,RU,69.41,86.18,68.0,60,40,8.95,scattered clouds
695,Saint-Pierre,RE,-21.34,55.48,69.8,64,90,18.34,overcast clouds
696,Mahibadhoo,MV,3.78,72.97,82.51,79,100,13.62,light rain
697,Lakes Entrance,AU,-37.88,147.98,60.01,64,98,1.01,overcast clouds
698,Aktash,RU,50.3,87.73,60.24,39,0,4.43,clear sky
699,Telhara,IN,21.03,76.84,87.98,65,100,9.91,overcast clouds
700,Saint-Augustin,CA,51.23,-58.65,62.62,73,54,7.16,broken clouds
701,Ha Tinh,VN,18.33,105.9,85.62,73,97,7.99,overcast clouds
702,Qasigiannguit,GL,68.82,-51.19,41.0,80,7,3.36,clear sky
703,Tahta,EG,26.77,31.5,82.4,23,9,8.05,clear sky
704,Xichang,CN,27.9,102.26,83.43,57,14,1.79,light rain
705,Cedar City,US,37.68,-113.06,75.2,14,1,8.05,clear sky
706,Auki,SB,-8.77,160.7,84.58,70,7,1.7,clear sky
707,Shimoda,JP,34.67,138.95,84.2,70,20,6.93,few clouds
708,Arcata,US,40.87,-124.08,59.0,93,1,2.71,clear sky
709,Suslovo,RU,56.22,88.12,75.97,46,0,7.27,clear sky
